Inv_index,Tstart,Tstop,from,to,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
1565,2018.0,2020.0,4,5,40.9,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1566,2018.0,2022.0,4,5,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1567,2018.0,2020.0,2,6,,AC,,110.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,0,1
1568,2018.0,2020.0,2,4,0.0,AC,0.0,400.0,Transformer,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1568,2020.0,2022.0,4,5,0.0,AC,0.0,400.0,Transformer,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1569,2018.0,2020.0,2,6,,DC,,0.0,Substation,,,Unknown,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1570,2018.0,2020.0,2,6,,DC,,0.0,Substation,,,Unknown,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1571,2018.0,2020.0,2,1,0.0,AC,0.0,0.0,ReactiveCompensationDevice,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1571,2020.0,2022.0,1,4,0.0,AC,0.0,0.0,ReactiveCompensationDevice,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1571,2022.0,2024.0,4,6,0.0,AC,0.0,0.0,ReactiveCompensationDevice,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1572,2018.0,2024.0,2,4,0.0,AC,0.0,0.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1572,2024.0,2026.0,4,4,0.0,AC,0.0,0.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1583,2018.0,2024.0,1,6,1.0,AC,0.0,380.0,ACTransmissionLine,AUT;CHE;DEU,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1584,2018.0,2026.0,2,6,0.0,AC,0.0,220.0,OnshoreSubstation,ESP,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1593,2018.0,2022.0,1,2,38.8,AC,0.0,400.0,ACTransmissionLine,ESP,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1593,2022.0,2026.0,2,5,38.8,AC,0.0,400.0,ACTransmissionLine,ESP,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1595,2018.0,2022.0,1,2,69.12,AC,0.0,400.0,ACTransmissionLine,ESP,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1595,2022.0,2026.0,2,5,69.12,AC,0.0,400.0,ACTransmissionLine,ESP,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1597,2018.0,2022.0,1,2,57.0,AC,0.0,400.0,ACTransmissionLine,ESP,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1597,2022.0,2026.0,2,5,57.0,AC,0.0,400.0,ACTransmissionLine,ESP,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1613,2018.0,2020.0,2,6,,DC,,320.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
1614,2018.0,2020.0,1,6,,AC,,500.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,1
1615,2018.0,2020.0,1,6,,AC,,500.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,1
1616,2018.0,2020.0,1,6,,DC,,500.0,Underground Cable,SVN,1.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1617,2018.0,2020.0,1,6,,AC,,400.0,Overhead Line,,,Unknown,Internal,Upgrade,Cable/Line,Onshore,0,1
1619,2018.0,2022.0,2,6,370.0,DC,2000.0,525.0,Subsea Cable,EGY;GRC;LBY,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1620,2018.0,2026.0,2,2,0.0,AC,0.0,400.0,OnshoreSubstation,DEU;LUX,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1622,2018.0,2020.0,3,4,151.0,AC,0.0,400.0,ACTransmissionLine,ALB;MKD,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,1
1622,2020.0,2026.0,4,4,151.0,AC,0.0,400.0,ACTransmissionLine,ALB;MKD,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1623,2018.0,2020.0,3,4,0.0,AC,0.0,400.0,OnshoreSubstation,ALB;MKD,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1623,2020.0,2026.0,4,4,0.0,AC,0.0,400.0,OnshoreSubstation,ALB;MKD,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1624,2018.0,2020.0,1,6,,AC,,400.0,Substation,,,Unknown,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1625,2018.0,2020.0,1,2,360.0,AC,0.0,220.0,OffshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,0,1
1625,2020.0,2024.0,2,3,360.0,AC,0.0,220.0,OffshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1625,2024.0,2026.0,3,4,360.0,AC,0.0,220.0,OffshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1627,2018.0,2020.0,2,6,,AC,,220.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,1
1628,2018.0,2020.0,2,3,720.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,1
1628,2020.0,2024.0,3,4,720.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1628,2024.0,2026.0,4,4,720.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1629,2018.0,2022.0,2,3,0.0,AC,0.0,400.0,OnshoreSubstation,DEU;LUX,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1629,2022.0,2026.0,3,3,0.0,AC,0.0,400.0,OnshoreSubstation,DEU;LUX,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1630,2018.0,2022.0,2,3,40.0,AC,0.0,400.0,ACTransmissionLine,DEU;LUX,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1630,2022.0,2026.0,3,3,40.0,AC,0.0,400.0,ACTransmissionLine,DEU;LUX,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1631,2018.0,2020.0,1,6,,AC,,380.0,Overhead Line,AUT;ITA;SVN,3.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1632,2018.0,2020.0,2,3,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,0,1
1632,2020.0,2024.0,3,4,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1632,2024.0,2026.0,4,4,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1633,2018.0,2020.0,2,6,,AC,,330.0,Overhead Line,,,Unknown,Cross-border,New,Cable/Line,Onshore,0,1
1634,2018.0,2020.0,2,3,211.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1634,2020.0,2024.0,3,4,211.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1634,2024.0,2026.0,4,4,211.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1635,2018.0,2020.0,2,6,,AC,,330.0,Overhead Line,,,Unknown,Cross-border,New,Cable/Line,Onshore,0,1
1636,2018.0,2020.0,2,6,,AC,,380.0,Overhead Line,AUT,1.0,EU,Cross-border,New,Cable/Line,Onshore,0,1
1638,2020.0,2024.0,2,3,245.0,DC,750.0,320.0,DCTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1638,2024.0,2026.0,3,3,245.0,DC,750.0,320.0,DCTransmissionLine,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1639,2020.0,2022.0,2,6,160.0,AC,800.0,275.0,Overhead Line,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1640,2020.0,2022.0,2,6,255.0,DC,750.0,320.0,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1641,2020.0,2022.0,2,6,0.0,DC,750.0,320.0,Substation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1642,2020.0,2024.0,2,3,0.0,DC,750.0,320.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1642,2024.0,2026.0,3,3,0.0,DC,750.0,320.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1646,2020.0,2024.0,2,3,0.0,DC,750.0,320.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1646,2024.0,2026.0,3,3,0.0,DC,750.0,320.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1647,2020.0,2022.0,2,6,25.0,AC,400.0,245.0,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1648,2020.0,2022.0,2,6,25.0,AC,400.0,245.0,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1649,2020.0,2022.0,2,6,25.0,AC,400.0,245.0,Phase Shift Transformer,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1650,2020.0,2022.0,2,6,20.0,AC,400.0,245.0,Underground Cable,GBR;IRL,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1651,2020.0,2022.0,2,6,0.0,AC,,245.0,Substation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1652,2020.0,2024.0,2,3,1.0,AC,0.0,400.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1652,2024.0,2026.0,3,3,1.0,AC,0.0,400.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1653,2020.0,2024.0,2,3,1.0,AC,0.0,245.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1653,2024.0,2026.0,3,3,1.0,AC,0.0,245.0,OnshoreSubstation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1654,2020.0,2022.0,2,6,0.0,AC,,245.0,Substation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1655,2020.0,2022.0,2,6,0.0,AC,,400.0,Substation,GBR;IRL,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1659,2020.0,2024.0,3,4,137.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1659,2024.0,2026.0,4,5,137.0,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1660,2020.0,2024.0,3,4,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1660,2024.0,2026.0,4,4,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1661,2020.0,2022.0,2,3,57.11,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1661,2022.0,2024.0,3,4,57.11,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1661,2024.0,2026.0,4,4,57.11,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1662,2020.0,2022.0,2,3,119.0,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1662,2022.0,2024.0,3,4,119.0,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1662,2024.0,2026.0,4,4,119.0,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1663,2020.0,2022.0,2,4,41.5,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1663,2022.0,2024.0,4,5,41.5,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1664,2020.0,2024.0,2,4,288.5,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1664,2024.0,2026.0,4,4,288.5,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1665,2020.0,2024.0,2,4,77.0,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1665,2024.0,2026.0,4,4,77.0,AC,0.0,400.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1669,2020.0,2024.0,3,4,0.0,AC,0.0,0.0,ReactiveCompensationDevice,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1669,2024.0,2026.0,4,4,0.0,AC,0.0,0.0,ReactiveCompensationDevice,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1670,2020.0,2024.0,2,3,75.0,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1670,2024.0,2026.0,3,3,75.0,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1673,2020.0,2022.0,1,6,90.0,AC,,400.0,Overhead Line,DEU;POL,2.0,EU,Internal,New,Cable/Line,Onshore,1,1
1674,2020.0,2022.0,1,6,80.0,AC,,400.0,Overhead Line,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1675,2020.0,2026.0,1,6,475.0,AC,0.0,400.0,ACTransmissionLine,SWE,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1676,2020.0,2024.0,2,6,36.0,AC,0.0,380.0,ACTransmissionLine,BEL,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1677,2020.0,2026.0,1,1,142.0,DC,700.0,320.0,OffshoreDCTransmissionCable,GBR,1.0,Extra-EU,Internal,New,Cable/Line,Offshore,1,1
1682,2020.0,2026.0,1,1,954.0,DC,3000.0,525.0,DCTransmissionLine,EGY;GRC,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1684,2020.0,2022.0,4,5,35.0,AC,,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1685,2020.0,2022.0,4,5,14.0,AC,,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1686,2020.0,2022.0,4,6,210.0,AC,,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1687,2020.0,2022.0,1,6,420.0,AC,,500.0,Overhead Line,EGY;GRC,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1688,2020.0,2022.0,3,2,290.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1688,2022.0,2024.0,2,4,290.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1688,2024.0,2026.0,4,5,290.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1689,2020.0,2026.0,3,6,215.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1690,2020.0,2022.0,1,6,220.0,AC,,500.0,Overhead Line,EGY;GRC,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1691,2020.0,2024.0,1,6,31.0,AC,0.0,380.0,OffshoreACTransmissionCable,DEU;NLD,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1692,2020.0,2026.0,2,2,270.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1693,2020.0,2026.0,2,2,440.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1694,2020.0,2022.0,1,6,170.0,AC,,330.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1695,2020.0,2022.0,1,6,72.0,AC,,330.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1697,2020.0,2024.0,2,3,175.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1697,2024.0,2026.0,3,3,175.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1698,2020.0,2026.0,2,2,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1699,2020.0,2026.0,2,2,77.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1700,2020.0,2026.0,2,2,50.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1701,2020.0,2024.0,2,6,65.0,AC,0.0,400.0,ACTransmissionLine,BGR;BIH;MNE;SRB,4.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1702,2020.0,2024.0,2,6,0.0,AC,0.0,0.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1703,2020.0,2024.0,2,4,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1703,2024.0,2026.0,4,4,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1704,2020.0,2024.0,1,6,60.0,AC,0.0,220.0,OffshoreACTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1706,2020.0,2026.0,1,1,202.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1707,2020.0,2026.0,1,1,610.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1708,2020.0,2024.0,1,6,640.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,DNK;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1709,2020.0,2026.0,1,6,450.0,DC,600.0,600.0,OffshoreDCTransmissionCable,EGY;GRC,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1710,2020.0,2026.0,3,5,153.0,AC,0.0,400.0,ACTransmissionLine,FIN;SWE,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1711,2020.0,2022.0,4,6,0.0,AC,,400.0,Substation,CZE,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
1712,2020.0,2022.0,4,5,0.0,AC,,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1713,2020.0,2026.0,2,2,202.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1715,2020.0,2026.0,2,2,104.0,AC,0.0,220.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1716,2020.0,2022.0,4,5,179.0,AC,0.0,150.0,ACTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1717,2020.0,2022.0,3,4,373.0,DC,1000.0,500.0,DCTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1717,2022.0,2026.0,4,5,373.0,DC,1000.0,500.0,DCTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1718,2020.0,2022.0,1,6,0.0,AC,,400.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1719,2020.0,2022.0,1,6,0.0,AC,,400.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1721,2020.0,2022.0,2,6,0.0,AC,,380.0,Substation,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1722,2020.0,2022.0,1,6,700.0,DC,2000.0,,Underground Cable,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1723,2020.0,2022.0,1,6,90.0,AC,,400.0,Overhead Line,HRV,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1724,2020.0,2022.0,1,6,105.0,AC,,220.0,Overhead Line,HRV,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1725,2020.0,2022.0,1,6,0.0,AC,,220.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1726,2020.0,2026.0,1,1,214.0,DC,1000.0,525.0,DCTransmissionLine,CHE;DEU,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1727,2020.0,2026.0,3,3,0.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1729,2020.0,2022.0,1,5,0.0,AC,,,Reactive Compensation Device,FIN,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1730,2020.0,2022.0,1,6,0.0,AC,,,Reactive Compensation Device,FIN,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1731,2020.0,2022.0,4,5,40.0,AC,,380.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1733,2020.0,2022.0,3,6,106.6,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1734,2020.0,2022.0,4,5,30.0,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,1
1736,2020.0,2026.0,1,1,150.0,AC,0.0,400.0,ACTransmissionLine,BGR;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1738,2020.0,2024.0,1,2,130.0,AC,0.0,400.0,ACTransmissionLine,GRC;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1738,2024.0,2026.0,2,2,130.0,AC,0.0,400.0,ACTransmissionLine,GRC;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1740,2020.0,2026.0,1,6,195.0,DC,500.0,320.0,OffshoreDCTransmissionCable,LVA;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1741,2020.0,2026.0,1,6,125.0,DC,700.0,320.0,OffshoreDCTransmissionCable,LVA;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1742,2020.0,2024.0,1,2,50.6,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1742,2024.0,2026.0,2,2,50.6,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1743,2020.0,2024.0,1,2,80.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1743,2024.0,2026.0,2,2,80.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1744,2020.0,2024.0,1,2,60.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1744,2024.0,2026.0,2,2,60.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1745,2020.0,2022.0,1,6,1070.0,DC,2000.0,400.0,Subsea Cable,ALB;GRC;LBY,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1746,2020.0,2022.0,1,6,600.0,DC,2000.0,525.0,Subsea Cable,BGR;GRC;MKD,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1747,2020.0,2022.0,1,6,110.0,DC,2000.0,525.0,Overhead Line,BGR;GRC;MKD,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1748,2020.0,2022.0,1,6,170.0,DC,2000.0,525.0,Overhead Line,BGR;GRC;MKD,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1749,2020.0,2022.0,1,6,180.0,DC,2000.0,400.0,Underground Cable,ALB;GRC;LBY,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1750,2020.0,2024.0,1,6,40.0,AC,0.0,220.0,OffshoreSubstation,IRL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1751,2022.0,2024.0,1,3,122.0,AC,0.0,220.0,OffshoreACTransmissionCable,ITA;MLT,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1751,2024.0,2026.0,3,4,122.0,AC,0.0,220.0,OffshoreACTransmissionCable,ITA;MLT,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1752,2022.0,2024.0,2,4,87.0,AC,0.0,330.0,ACTransmissionLine,EST,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
